id,name,big_sort,small_sort,address,latitude,longitude,cluster,tags,star_info,star_rating,review_sample,wordcloud
85,Tapgol Park,Nature & Parks,,"Jongno 2-ga, Jongno-gu, Seoul South Korea",37.52576129999999,127.040373,2.0,"[""Japanese Occupation"", ""walk around""]","{""3"":44.0,""4"":38.0,""5"":9.0,""2"":7.0,""1"":2.0,""avg"":3.45,""count"":45.0}",0.69,"{""neg"": [""Completely deserted and no activities happening - please don't visit even if insisted by your tour guides"", ""It's a small park on a very busy street but once you step inside you feel like you're somewhere else""], ""pos"": [""I was very fortunate that a local Korean man saw me taking pictures and he came over and walked with me to each plaque and explained each one of them to me"", ""I loved that it was so quite in that place and I saw many couples just walking along together"", ""The towering Joseon Pagoda now protected from weather elements comes from 15th century""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7908>
86,Lotte FitIn,Shopping,,,37.5246635,126.977727,0.0,"[""restaurants"", ""easy to navigate""]",,0.0,"{""neg"": [""I asked for a new one, she said yes and shoved the shirt in my face with the receipt without a bag"", ""Bought a shirt from Pigment, the male attendant went to put the sample back on the shelf but the lady told him not to bother even though she had new ones in the storeroom"", ""There is nothing special about this department store except the restaurant on the upper level, it's a buffet with a fixed price and the food and options are excellent""], ""pos"": [""Though people who love shopping was good, but not to me"", ""Need about 2 to 3 hrs at least"", ""High end but quality was good and very fashionable clothes""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7898>
87,Seven Luck Casino Gangnam Coex,Casinos & Gambling,,,37.5658705,126.975007,1.0,"[""a few hours""]","{""1"":48.0,""2"":19.0,""3"":19.0,""4"":7.0,""5"":7.0,""avg"":2.06,""count"":27.0}",0.41,"{""neg"": [""Interior was just average and there were not enough tables for people to play"", ""I would have liked to poker, but only two tables were open and I didn't really feel welcome""], ""pos"": [""There is a self service soft drink dispenser with the usual choices of sodas"", ""They use spesial dealing machines for Black Jack - you don't see card deck there like in LV"", ""Its a neat and clean place with a good mix of people from all over the world""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7828>
88,Gyeonghuigung Palace,Sights & Landmarks,,,37.526808200000005,126.922322,3.0,"[""walk around"", ""a few hours"", ""mountain"", ""crowded"", ""Japanese Occupation"", ""free entry""]","{""5"":37.0,""3"":31.0,""4"":29.0,""2"":3.0,""1"":0.0,""avg"":4.0,""count"":35.0}",0.8,"{""neg"": [""If you have been to other palaces in Seoul you could skip this one without missing anything"", ""This is palace surrounded by high rise new constructions virtually it had lost its glory"", ""Perhaps as the colors are still so bright, the palace looks new, hence, not visited by many tourists""], ""pos"": [""There is a park at the back outside the palace and you can see locals exercising or practicing martial art"", ""but still shows the living pattern of royals in ancient life style"", ""There is a lot of history and ceremonial guards there to watch how it was back in the days""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF77B8>
89,Figure Museum,Museums,,,37.5217853,127.11652,2.0,"[""crowded"", ""expensive""]",,0.0,"{""neg"": [], ""pos"": [""I really enjoyed taking my time just looking at all the different figurines on display, particularly the life sized ones like the Hulk Buster"", ""Getting in is a bit harder since the door is atypical and you need to touch the button to get in, almost like a space ship"", ""The vault on the top floor was also quite cool since you can check on the screen in front of you for details of the figurines""]}",
90,Children’s Museum of National Museum of Korea,Museums,,,37.5246635,126.9777271,,"[""a few hours"", ""traditional dress""]",,0.0,"{""neg"": [""You'll get free tickets for the sessions at the reception counter and each session last for slightly less than 2 hours which was appropriate for young kids""], ""pos"": [""We didn't speak Korean but the kids still enjoyed a good mix of drawing / puzzle / games"", ""Also a great way to learn about Korean culture""]}",
91,Deoksugung,Sights & Landmarks,,"99 Sejong-daero, Jung-gu, Seoul 04519 South Korea",37.5658705,126.97500790000001,2.0,"[""English"",""free guided tour"",""gard changing ceremony"", ""a few hours"", ""walk around"", ""cherry blossom""]","{""4"":48.0,""5"":36.0,""3"":15.0,""2"":1.0,""1"":0.0,""avg"":4.18,""count"":298.0}",0.84,"{""neg"": [""It can be viewed at the entrance of the palace and hence not necessary to pay the 1000 won fee"", ""This palace assumed importance after the Imjin wars (Japanese Invasions) in the 16th century""], ""pos"": [""There are free english tours at 10:30am and 1/;30pm, and the changing of the guard ceremony is at 11am, 2pm and 3:30pm""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7748>
92,Yeouido Park,Nature & Parks,,,37.5129907,127.102732,2.0,"[""crowded"", ""cherry blossom"", ""a few hours"", ""walk around""]","{""5"":51.0,""4"":40.0,""3"":10.0,""1"":0.0,""2"":0.0,""avg"":4.45,""count"":253.0}",0.89,"{""neg"": [""Located on Yeouido Island, in the middle of the Han River, and with the towering office blocks all around, this strip of vegetation will take you about an hour or two to stroll through""], ""pos"": [""Rented a bicycle and took a long bicycle trail enjoying the amazing scenery of the river and flowers!An excellent place to enjoy the Cherry Blossom bloom"", ""if you visit this place in the beginning to spring you will be able to see the beautiful cherry blossoms tree and it is just amazing""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF76D8>
93,Olympic Park,Nature & Parks,,,37.5773616,126.976684,1.0,"[""walk around"", ""crowded"", ""a few hours"", ""restaurants""]","{""5"":49.0,""4"":40.0,""3"":10.0,""1"":1.0,""2"":1.0,""avg"":4.38,""count"":240.0}",0.88,"{""neg"": [""You will not be disappointed with the time you spend at this park!This was a very pleasant par with lots of open space"", ""Best idea is the check it out and bring some bottled water cause the vending machines in the park are expensive for a tiny bottle of water"", ""off season without events, only the gate areas have food and beverages The only problem with this lovely park is that in sub zero temperatures it\u2019s impossible to walk round all of it""], ""pos"": [""It's an amazing structure , definitely worth the stop!Very fortunate to visit during local historic festival and a music Festival"", ""Went to the park today and as with everywhere in Korea, it was immaculate, beautifully clean and tidy"", ""Although a very busy space enjoyed by locals I never felt claustrophobic, with some wonderful sites and landscaping""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7668>
94,Myeong-dong Cathedral,Sights & Landmarks,,,37.5794588,126.978721,1.0,"[""walk around"", ""restaurants"", ""easy to navigate""]","{""5"":55.0,""4"":35.0,""3"":9.0,""2"":1.0,""1"":0.0,""avg"":4.43,""count"":298.0}",0.89,"{""neg"": [""Free, but not worth much of a detour unless you're really into this sort of thing"", ""Myeondong is commercialized and packed so seeing the Cathedral to my left was a bit of a surprised since I didn't expect it there"", ""It would be worth a quick visit to see if you are in the area and/or have any interest in historic buildings""], ""pos"": [""We were so blessed to catch the English mass on a Sunday"", ""The only time there was an English mass is 9:00 in the morning on a Sunday"", ""Really well done, right location and perfect view!A little bit strange to see this cathedral in Seoul (at least for me) I was surprised to know that a certain part of people in Korea are catholic""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF75F8>
95,Seoul Children's Grand Park,Water & Amusement Parks,,"216 Neungdong-ro, Gwangjin-gu, Seoul 04991 South Korea",37.5787708,126.994869,1.0,"[""walk around"", ""a few hours"", ""cherry blossom"", ""easy to navigate""]","{""5"":49.0,""4"":37.0,""3"":8.0,""2"":3.0,""1"":2.0,""avg"":4.24,""count"":130.0}",0.85,"{""neg"": [""you'l see it in the wolves, the lions ect but what bugged me the most was that sad miserable look in the coyotes eyes and that makes you never want to go to a zoo again"", ""However it was really sad to see animals like a lion, elephant, leopard and tiger looking sad in small enclosures"", ""The animals had little or no water, was disgusting and we left""], ""pos"": []}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7588>
96,Lotte World Aquarium,Nature & Parks,,,37.5129907,127.10273219999999,2.0,"[""a few hours"", ""crowded""]","{""4"":48.0,""5"":37.0,""3"":12.0,""1"":2.0,""2"":2.0,""avg"":4.18,""count"":65.0}",0.84,"{""neg"": [""If you don't have much to do, and are trying to kill 1-2 hours, this is a decent aquarium to attend"", ""If you are more leaning on underwater sanctuary, you'll probably be disappointed seeing fishes and marine creatures looping in relatively small tanks for them""], ""pos"": [""There is a snack bar and a store to purchase souvenirs also"", ""I remember the original price is 31000 korean money but I paid just 24800 korean money thanks to Visit Korea Mastercard""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7518>
97,Gwanghwamun Gate,Sights & Landmarks,,"161 Sajik-ro, Jongno-gu, Seoul 03045 South Korea",37.5140929,127.07495300000001,2.0,"[""gard changing ceremony"", ""walk around"", ""crowded"", ""traditional dress"", ""great view""]","{""4"":48.0,""5"":42.0,""3"":9.0,""1"":1.0,""2"":0.0,""avg"":4.29,""count"":291.0}",0.86,"{""neg"": [""Although they present some traditional military show in front of the gate, it is boring and long"", ""The traffic in this area is fairly heavy and there are occasional protests nearby""], ""pos"": [""Highly recommended to witness the changing of the guards at 11AM"", ""Second, it's been unbelievably well restored, with many details, colorful patterns (on the roof) and looks extremely clean and neat, reinforcing the overall feeling of grandeur"", ""It has been beautifully restored and the gate looks amazing""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF74A8>
98,National Folk Museum of Korea,Museums,,"37 Samcheong-ro, Jongno-gu, Seoul 03045 South Korea",37.5794588,126.97872190000001,2.0,"[""a few hours"", ""free entry""]","{""5"":48.0,""4"":40.0,""3"":11.0,""2"":1.0,""1"":0.0,""avg"":4.34,""count"":298.0}",0.87,"{""neg"": [""Museums are usually boring places to go, however this one is different"", ""The exhibits were interesting, featuring this like the origin and types of kimchi, traditional houses with furnished rooms that you could, with shoes off, walk up and look into""], ""pos"": [""So the National Folk Museum is like the greatest hits of korean museums in terms of culture"", ""The museum was interesting, with displays being arranged based on seasons and important life events (birth, marriage, etc)"", ""You really can learn/study what Korean lives were and are these days; from birth to death referring to varous displays of what these were/are""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7438>
99,Changgyeonggung Palace,Sights & Landmarks,,,37.5662404,126.98036200000001,1.0,"[""English"",""free guided tour"",""a few hours"", ""walk around""]","{""5"":50.0,""4"":36.0,""3"":13.0,""2"":1.0,""1"":0.0,""avg"":4.34,""count"":295.0}",0.87,"{""neg"": [""We did not feel strange walking down the streets in our hanboks, as it seemed normal for tourists and even locals to wear hanboks to visit the palaces"", ""The architectural design is not way too different from the palaces and temples of Seoul's next door neighbors"", ""I had been walking for a long time in the busy streets of Seoul and decided to give it a try - paid 1000 won and entered a beautiful palace""], ""pos"": [""As it was sunny and hot in the daytime even in Spring, would recommend to visit the palace grounds in the early mornings or in the late afternoons""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF73C8>
100,Starfield COEX Mall,Shopping,,"513, Yeongdong-daero, Gangnam-gu, Seoul 06164 South Korea",37.591121,126.94211499999999,1.0,"[""restaurants"", ""expensive"", ""a few hours"", ""walk around"", ""crowded"", ""easy to navigate""]","{""4"":43.0,""5"":29.0,""3"":20.0,""2"":6.0,""1"":2.0,""avg"":3.91,""count"":289.0}",0.78,"{""neg"": [""Went in 3 times at around 8pm in evening and all 3 times found the mall to be in a closed type of condition - No people, most shops closed and hardly anything to see"", ""Its really nothing special, and just a mall!The library in the middle is really lovely, but not worth a special visit""], ""pos"": [""Consider putting a supermarket in the mall, then will be perfect"", ""All air-conditioned the shops range from Clothing, Souvenirs, toys, artificial flowers, jewelry, toys and eateries"", ""and i was really amazed by the giant library!!!!Staying at a hotel at COEX was great- we had lots of food choices, and several things to do on our doorstep""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7358>
101,Jamsil Baseball Stadium,Fun & Games,,,37.5713521,127.024627,1.0,"[""a few hours"", ""great view"", ""easy to navigate""]","{""5"":72.0,""4"":27.0,""3"":1.0,""1"":0.0,""2"":0.0,""avg"":4.71,""count"":207.0}",0.94,"{""neg"": [""Many people in my block were foreign customers who either didn't know about the reservation system or, like me, were unsuccessful in their attempts to reserve prime seats online prior to the game"", ""How to buy the ticket: This was the most challenging part as I tried to search high and low only to realize that only local are able to book the ticket online""], ""pos"": [""The Korean fans sing and chant continuously, they have cheer leaders and song leaders"", ""Stadium was easy to get to via subway, plenty of concessions in and outside the stadium, prices were reasonable, enthusiastic fans and fun to watch cheerleaders""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF72E8>
102,Coex Aquarium,Zoos & Aquariums,,"524, Bongeunsa-ro, Gangnam-gu B1 Coex Mall, Seoul 06164 South Korea",37.5588388,126.994072,1.0,"[""a few hours"", ""expensive"", ""crowded"", ""walk around"", ""reasonable""]","{""5"":39.0,""4"":37.0,""3"":14.0,""2"":7.0,""1"":3.0,""avg"":4.02,""count"":292.0}",0.8,"{""neg"": [""Coex Aquarium was pretty average when it comes to content, as soon as you \""forget\"" or \""scratch out\"" the fact that there are plastic toys and lego buildings in some of the tanks for the small fishes"", ""I think it's bigger than the 63 Sea World, we liked it even better than 63 Sea World"", ""I read some reviews about it and I had high expectations about it but unfortunately when I went there i found it normal , nothing special about it and it is even less than normal""], ""pos"": [""An educational experience and fun for all ages, well organised and friendly staff, sardine love show is so enchanting"", ""Entrance fee is 22,000 won, that said they made the whole experience very convenient, with multiple lockers, clear signs, interaction with sea creatures etc"", ""this place has everything from penguins to dolphins, fantastic shows and feed (i recommend getting there earlier so you can follow the feeding and enjoy the shows""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7278>
103,Grevin Museum,Museums,,"23, Eulji-ro, Jung-gu station la plus proche : Euljiro 1-ga, Seoul 04523 South Korea",37.55914730000001,126.97764,1.0,"[""a few hours""]","{""5"":70.0,""4"":27.0,""3"":4.0,""1"":0.0,""2"":0.0,""avg"":4.7,""count"":112.0}",0.94,"{""neg"": [""If I moved to one side of the room, they slowly walked over, and if I looked at the employees, then they would casually glance elsewhere"", ""Smh, I wasn't going to destroy their museum or take dirty photos""], ""pos"": [""I did not expect the museum to have such a huge variety of wax statues of famous people from around the world"", ""I am from New York so hearing the Godfather music and seeing Al Pacino, and Robert De Niro sitting down was a huge surprise and great experience"", ""It's a must visit if you're eager to see statues of your favourite kdrama and kpop actors / singers""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7208>
104,Seodaemun Prison History Hall,Museums,,,37.5602041,126.99471899999999,1.0,"[""a few hours"", ""Japanese Occupation"", ""walk around"", ""Korean War"", ""easy to navigate""]","{""4"":49.0,""5"":42.0,""3"":8.0,""1"":1.0,""2"":1.0,""avg"":4.33,""count"":144.0}",0.87,"{""neg"": [""Yes, the Japanese did much worse when they burned down Royal Palaces and tried to erase Korean History, but nothing remains from those atrocities"", ""Japan had offered to pay for the buildings restoration or removal cost and transportation to Japan, Korea refused and the demolition began""], ""pos"": [""There was plenty of the information to read (Korean and English text), the displays were excellent and conveyed the significance and at times were quite emotional"", ""The museum displays instruments of torture, photographs taken of prisoners, and you can enter solitary confinement cells to get a glimpse of how harrowing it must have been for those who suffered""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7198>
105,Seoul Lantern Festival,Events,,"Cheonggyecheon Stream, Seoul South Korea",37.5400456,126.992101,0.0,"[""a few hours"", ""free entry""]","{""5"":64.0,""4"":33.0,""3"":3.0,""1"":0.0,""2"":0.0,""avg"":4.61,""count"":33.0}",0.92,"{""neg"": [], ""pos"": [""The light displays were beautiful and is worth making a trip going to see them at least once if you are in Seoul during this time"", ""It happens every November and is a wonderful attraction to stroll along the Cheonggyecheon stream"", ""Visitors to the festival can create their own paper lanterns, beaded jewelry, ink drawings, and other crafts as souvenirs - often for free or very little money""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7128>
106,Namsangol Hanok Village,Sights & Landmarks,,,37.5848379,126.98191299999999,1.0,"[""traditional house"", ""walk around"", ""a few hours"", ""traditional dress"", ""free entry"", ""cherry blossom"", ""free guided tour""]","{""5"":41.0,""4"":41.0,""3"":15.0,""2"":2.0,""1"":0.0,""avg"":4.18,""count"":294.0}",0.84,"{""neg"": [""This hanok village with its handful of traditional Korean houses was a bit boring for my tastes"", ""It was very interesting but I've heard that the Bukchon village is better and has traditional crafts and tea shops"", ""I heard from other people it was pretty much traditional houses and nothing too special, but I have to say I really liked it and would visit again""], ""pos"": [""My family and I visited the village on 2nd July 2016 and was fortunate to witness a real wedding being conducted there"", ""Visit the namsangol hanok village to learn about the tradition of korean and what they stayed in during the past""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF70B8>
107,Namdaemun Market,Shopping,,"21, Namdaemunsijang 4-gil, Jung-gu, Seoul 04529 South Korea",37.524124,127.02288,0.0,"[""traditional market"", ""reasonable"", ""walk around"", ""a few hours"", ""crowded"", ""restaurants""]","{""5"":38.0,""4"":33.0,""3"":20.0,""2"":6.0,""1"":3.0,""avg"":3.97,""count"":178.0}",0.79,"{""neg"": [""Indeed there are lots of shops/stores to venture but it was not my forte as I dont really like crowded area and confusing lanes""], ""pos"": [""Just pay attention to what you buy and make sure you don't go home with a full suitcase of things made in china or made in your own home town :-)""]}",
108,Korea House,,,,37.5808755,127.00516299999998,1.0,"[""a few hours"", ""walk around""]","{""5"":53.0,""4"":22.0,""2"":12.0,""3"":9.0,""1"":4.0,""avg"":4.08,""count"":76.0}",0.82,"{""neg"": [""It was insanely overpriced, and I am highly disappointed in the fact we just wasted over $200usd that could have been used for something worth while"", ""even if we weren't a fan of the food if we felt like it was a historical meal we would have been ok spending the insane money we spent"", ""I write this review trying to be fair and honest""], ""pos"": [""My biggest issue was the experience could have been amazing if the staff explained the dishes, such as when they were prepared which dynasty etc"", ""Yes the portions were small but I have had course meals before and been very satisfied"", ""We even got to have our picture taken with the actors!After, we were taken up to a beautiful restaurant above the theatre, where we had at least a seven course meal""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7048>
109,Itaewon,Sights & Landmarks,,,37.5603075,126.98083000000001,1.0,"[""restaurants"", ""walk around"", ""easy to navigate""]","{""4"":41.0,""5"":33.0,""3"":20.0,""2"":6.0,""1"":1.0,""avg"":4.01,""count"":287.0}",0.8,"{""neg"": [""We had heard quite a bit about Itaewon therefor were excited to check it out, but sadly it was a disappointment"", ""It is okay for a quick visit or just to have been there, but in my opinion now that this one's been ticked off the list I would most likely not go back""], ""pos"": [""The streets are alive with cadences of world languages and smells fill the air from restaurants serving foods from all over the world"", ""I'm not sure what is the cause of this but everyone I knew especially single females avoided itaewon at night alone""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7F60>
110,Samcheongdong-gil Road,Sights & Landmarks,,,37.5112348,127.098027,2.0,"[""traditional house"", ""restaurants"", ""a few hours"", ""walk around"", ""expensive""]","{""5"":51.0,""4"":38.0,""3"":11.0,""1"":0.0,""2"":0.0,""avg"":4.4,""count"":128.0}",0.88,"{""neg"": [""Samcheongdong-gil road is not big road"", ""Reach here by approx 10 mins walk from Anguk station""], ""pos"": [""The street is filled with such interesting shops and beautiful architecture that you can really just enjoy getting lost exploring the little shops and corners of every street and intersection"", ""The trail hiking takes about 30-40 minutes along the old castle wall of the last dynasty""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAF7E48>
111,Garosu-gil,Sights & Landmarks,,"Shinsa-dong, Gangnam-gu, Seoul South Korea",37.572950299999995,126.97935700000001,1.0,"[""restaurants"", ""walk around""]","{""5"":44.0,""4"":36.0,""3"":14.0,""2"":5.0,""1"":0.0,""avg"":4.16,""count"":209.0}",0.83,"{""neg"": [""Once you get there, however, there is so much to explore and so much coffee to drink!First, the coffee"", ""If you are looking for food, you might have better luck with the next parallel street to this one"", ""See another side of Seoul instead of just going to tourist hyper shopping places""], ""pos"": [""This place is perfect for fashionistas and Korean skin care product fans Apparently this is the 'it' street where all the cool people go"", ""those who love cafe hopping must love this neighborhood!beautiful street with shops along both sides and nice cafes to sit and enjoy a cup of coffee and some pastries"", ""Or music lover, there's small isle not far from forever 21 where you can see underground music scene of young and talented jazz and soul musicians performs""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1CC0>
112,Naksan Park,Nature & Parks,,,37.570306200000005,127.03998200000001,1.0,"[""a few hours"", ""cherry blossom"", ""mountain"", ""walk around"", ""restaurants"", ""night view"", ""great view""]","{""5"":45.0,""4"":43.0,""3"":12.0,""1"":0.0,""2"":0.0,""avg"":4.33,""count"":65.0}",0.87,"{""neg"": [""There's not much to do unless you want to hike up and go further"", ""All up it probably took half an hour's walk from the metro station, possibly less"", ""I'm sure the view is much nicer during spring and fall""], ""pos"": [""I wouldn't recommend going on a chilly day as it gets really cold towards end of the day"", ""It has superb views of different parts of Seoul, a fortress wall partially surrounded it, and some lovely trails""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1C88>
113,Shinsegae Dept. Store Main,Shopping,,"77, Toegye-ro, Jung-gu, Seoul 04530 South Korea",37.5603075,126.98083059999999,1.0,"[""restaurants"", ""expensive"", ""walk around""]","{""4"":50.0,""5"":34.0,""3"":13.0,""1"":2.0,""2"":1.0,""avg"":4.12,""count"":107.0}",0.82,"{""neg"": [""At Shinsegae I explained my predicament, the store attendant immediately asked me to wait a minute please while he called a staff member who could speak English"", ""The lady allowed me to show a picture of my passport but unfortunately i didnt keep it in my mobile""], ""pos"": [""Right from the parking attendants in their tailcoats to the concierge service inside is truly outstanding""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1C18>
114,Lotte World,Water & Amusement Parks,,"240, Olympic-ro, Songpa-gu, Seoul 138-721 South Korea",37.5779633,127.008445,1.0,"[""a few hours"", ""walk around"", ""restaurants"", ""crowded"", ""great view"", ""expensive""]","{""4"":35.0,""5"":33.0,""3"":16.0,""1"":10.0,""2"":6.0,""avg"":3.75,""count"":298.0}",0.75,"{""neg"": [""The park is too busy , it waste of money to go there and pay USD50 for an adult where you are do nothing else waiting in a queue for your kids"", ""We went here with a young infant so didn\u2019t explore outside as none of the rides would be suitable for our baby""], ""pos"": [""It's expensive ($25) to ride up to the top for city views but still worth seeing all of Seoul from its observation decks"", ""I went up hot the 120th floor of the lotte world tower and is was amazing"", ""The park also stages various themed musicals at their central stage where one can sit and enjoy them""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1BA8>
115,Inwangsan Mountain,Nature & Parks,,,37.57427929999999,126.98983,1.0,"[""mountain"", ""a few hours"", ""great view""]","{""5"":54.0,""4"":37.0,""3"":9.0,""1"":0.0,""2"":0.0,""avg"":4.44,""count"":46.0}",0.89,"{""neg"": [""On this side we had lunch at a local restaurant a few doors from the Unicef building where we ate Bossam (??) which is a tasty dish of sliced pork"", ""at one point, we walked into an area that's locked"", ""Anyhow, we think we managed to take a couple good shots of Seoul from inwangsan""], ""pos"": [""A great place to do mountain climbing, enjoy nature and talk"", ""The walk from Dongnimmun station to Seonbawi rock is a short but steep uphill (follow the trail to the left)""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1B38>
116,Majang Meat Market,Shopping,,,,,,"[""expensive"", ""restaurants""]","{""5"":62.0,""4"":34.0,""3"":3.0,""1"":0.0,""2"":0.0,""avg"":4.55,""count"":32.0}",0.91,"{""neg"": [""But if you're going to only be here once (in a few years?), the difference is not that big unless you're buying it for several meals a week then I might be more prudent"", ""I reached at roughly 4pm and at least half of the stalls were closed""], ""pos"": [""Location is a little challenging to locate"", ""Walk straight till you see a gas station, turn left and walk straight"", ""Superb beef at an unbeatable price!My husband and I bought two trays of 1++ Korean Beef and grilled them at a charcoal grill restaurant above""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1AC8>
117,Seoul Museum of History,Museums,,,37.570025,126.97051499999999,0.0,"[""English"",""free guided tour"",""a few hours"", ""Korean War"", ""Japanese Occupation"", ""walk around"", ""free entry""]","{""5"":48.0,""4"":41.0,""3"":10.0,""2"":1.0,""1"":0.0,""avg"":4.35,""count"":121.0}",0.87,"{""neg"": [""There are areas where I think English translation was missing and would have been helpfull although most areas do include English"", ""However, it was somewhat dark in the main building itself, the entral hall was empty, and the souverior shop was closed for lunch, I suppose, and I felt it uninviting"", ""There is even a model of a 1980's apartment to show you how an average family lived then""], ""pos"": [""The Seoul Museum of History is a wonderful museum which puts all of the history you learn about at other places in Seoul into perspective"", ""-!Anyways the city model of Seoul at the end is just amazing!We spent 5 hours going thru the exhibits"", ""An intricate wooden model of Gwanhwamun Square leading up to Gyeongbok Gung Palace with the full royal entourage is massive and immensely detailed""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1A58>
118,Seoul City Wall,Sights & Landmarks,,,,,,"[""a few hours"", ""nature"", ""night view"", ""easy to navigate""]","{""5"":59.0,""4"":32.0,""3"":7.0,""2"":2.0,""1"":0.0,""avg"":4.47,""count"":85.0}",0.89,"{""neg"": [""Unless you are interested in the wall, then probably not worth a special trip but if you are in the area then drop in"", ""Four main gates and 4 small ancillary gates have witnessed the daily joys and sorrows of the Korean old nations""], ""pos"": [""You know that you are in the right track when you see an informative sign about the trail"", ""You get very nice views of Seoul and, thanks God, there are several places to have a rest during the trail""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE19E8>
119,Ikseon-dong Hanok Street,Sights & Landmarks,,,,,,"[""a few hours"", ""restaurants"", ""crowded"", ""walk around"", ""traditional dress""]","{""5"":45.0,""4"":42.0,""3"":10.0,""2"":3.0,""1"":0.0,""avg"":4.28,""count"":31.0}",0.86,"{""neg"": [""Well worth the wait!It's not in the main stretch, got to watch around the corners and the doors are painted in green"", ""And we queued like 30 mins for the 1st round"", ""For older folks like myself (37), I thought some of the cafes and restaurants look rather inviting""], ""pos"": [""Feel the tradition vibe!This area has seen a major renewal in the last few years and has become gentrified"", ""There is also an old school arcade games room, really nice to hangout a few hours"", ""A cafe filled with flowers was so pretty but the crowd kills the mood of having the leisure afternoon tea session""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1978>
120,Jongmyo Shrine,Sights & Landmarks,,"157, Jong-ro, Jongno-gu, Seoul 03135 South Korea",37.5746,126.9941,0.0,"[""a few hours"", ""English"",""free guided tour"", ""special ceremony""]","{""4"":41.0,""5"":39.0,""3"":16.0,""2"":3.0,""1"":1.0,""avg"":4.13,""count"":256.0}",0.83,"{""neg"": [""Inside the buildings there are tablets that represents the kings and queens, but we didnt get to see them as they are all behind closed doors"", ""It's all rather samey, with the same decor everywhere and none of the buildings are open to visit""], ""pos"": [""You learn about Korean tradition and history and mostly about how they experience ancestry and death""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1908>
121,GOTO Mall,Shopping,,,37.509240399999996,127.099154,2.0,"[""reasonable""]","{""5"":45.0,""4"":42.0,""3"":13.0,""1"":0.0,""2"":0.0,""avg"":4.31,""count"":31.0}",0.86,"{""neg"": [""The website says it's called GOTO mall but I only saw one sign there that said that"", ""Mostly for females though, shops for male clothing were few and far between"", ""The flower market was so much smaller than I expected but what they had was very nice""], ""pos"": [""Another perk is that being indoors, its a great place to hide out when it's raining/ too hot"", ""To get here, you could easily take the subway lines 3, 7 or 9"", ""Shopping haven for reasonable priced fashion , shoes, bags, faux jewelry, household goods, indoor decorations, fresh flowers and Korean skincare/ makeup ""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1898>
